,Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Minimo,Intervalo Indicativo Máximo,PU,% PU Par / % VNE,Duration,% Reune,Referência NTN-B,Indexador
4148,EKTT11,EKTT 9 SERV DE TRANS DE E E SPE S.A. (*),15/05/2038,"IPCA + 6,4217%","7,2343","6,9183","7,0993","0,0924","7,0069","7,1917","1106,840624","96,1264","1558,7",15.0,15/05/2033,IPCA+
4149,ELET14,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),15/09/2031,"IPCA + 6,317%","7,1158","6,8951","6,9706","0,0865","6,884","7,0572","1068,372398","97,3908","1085,44",40.0,15/08/2030,IPCA+
4150,ELET16,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),15/09/2034,"IPCA + 6,877%","6,8763","6,6149","6,7385","0,0956","6,643","6,8342","1057,242872","100,8927","1728,53",,15/05/2035,IPCA+
4151,ELET23,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS,15/04/2031,"IPCA + 4,9126%","7,0427","6,7932","6,901","0,0715","6,8295","6,9726","1201,920239","91,3993","1201,49",,15/08/2030,IPCA+
4152,ELET42,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS,15/05/2029,"IPCA + 5,1814%","7,3204","7,0063","7,1756","0,0377","7,1379","7,2134","1369,016492","95,5416","609,88",,15/08/2028,IPCA+
4153,ELPLA5,ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*),15/04/2031,"IPCA + 4,26%","7,8343","7,4949","7,6521","0,0474","7,6047","7,6996","1153,060799","87,815","1015,54",,15/08/2030,IPCA+
4154,ELPLA7,ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*),15/04/2032,"IPCA + 6,1385%","7,8431","7,5799","7,6776","0,0539","7,6237","7,7316","1103,453612","93,5615","1159,2",,15/08/2030,IPCA+
4155,ELPLB4,ELETROPAULO METROP. ELETRIC. DE S.P. S/A,15/05/2026,"IPCA + 4,0134%","9,455","9,1181","9,282","0,0908","9,1912","9,3729","1381,340359","96,9015","160,49",,15/08/2026,IPCA+
4156,ELPLC8,ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*),15/06/2029,"IPCA + 8,3%","7,8683","7,3485","7,6054","0,0214","7,584","7,6269","1056,521499","102,4134",934,,15/05/2029,IPCA+
4157,ELTE12,EMPRESA LITORANEA DE TRANSMISSAO DE ENERGIA S.A. - ELTE (*),15/07/2039,"IPCA + 6,4232%","7,079","6,771","6,9073","0,1024","6,8049","7,0099","973,940332","97,3409","1486,64",,15/05/2033,IPCA+
4158,ELTN15,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*),15/04/2031,"IPCA + 6,3423%","7,0543","6,7554","6,9123","0,0663","6,846","6,9787","1066,707571","97,5578","1163,73",,15/08/2030,IPCA+
4159,ELTN27,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*),15/07/2032,"IPCA + 7,3146%","7,0395","6,7618","6,9035","0,0589","6,8446","6,9625","1036,159605","102,1035","1368,89",,15/08/2032,IPCA+
4160,ELTN37,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*),15/07/2035,"IPCA + 7,2083%","6,9685","6,6665","6,7925","0,0393","6,7531","6,8319","1043,179647","102,8134","1804,62",10.0,15/05/2035,IPCA+
4161,ENAT11,ENAUTA PARTICIPACOES S.A. (*),15/12/2029,"IPCA + 9,8297%","8,0667","7,7953","7,905","0,0898","7,8153","7,9949","1211,550547","103,9056","549,17",,15/08/2028,IPCA+
4162,ENAT12,ENAUTA PARTICIPACOES S.A. (*),17/09/2029,"IPCA + 7,1149%",--,--,"7,9511","0,17","7,781","8,1212","1073,355309","97,9126","682,83",,15/08/2028,IPCA+
4163,ENAT13,ENAUTA PARTICIPACOES S.A. (*),15/06/2030,"IPCA + 8,0618%","7,991","7,7684","7,8986","0,0405","7,8581","7,9392","1086,43903","100,5966","992,21",5.0,15/08/2030,IPCA+
4164,ENAT14,ENAUTA PARTICIPACOES S.A. (*),15/06/2030,"IPCA + 8,056%","7,9951","7,825","7,8913","0,0998","7,7915","7,9913","1086,142217","100,6023","992,34",35.0,15/08/2030,IPCA+
4165,ENAT24,ENAUTA PARTICIPACOES S.A. (*),15/06/2034,"IPCA + 8,2674%","8,1247","8,0007","8,0943","0,2264","7,8679","8,3208","1090,168631","100,9227","1447,97",,15/08/2032,IPCA+
4166,ENAT33,ENAUTA PARTICIPACOES S.A. (*),15/06/2034,"IPCA + 8,262%","8,3286","8,0413","8,1891","0,2287","7,9604","8,4179","1084,711331","100,3873","1446,59",,15/08/2032,IPCA+
4167,ENERA1,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15/02/2031,"IPCA + 6,1076%","7,3769","7,0851","7,2264","0,0745","7,152","7,301","1037,268912","95,6331","1070,42",,15/08/2030,IPCA+
4168,ENERB4,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15/09/2034,"IPCA + 6,4364%","7,1545","6,8675","7,0081","0,052","6,9561","7,0602","1010,745756","96,353","1742,18",,15/05/2035,IPCA+
4169,ENEV13,ENEVA S.A.,15/12/2027,"IPCA + 4,2259%","9,1268","8,7803","8,9558","0,1104","8,8455","9,0663","1334,428801","94,9232","292,24",,15/08/2026,IPCA+
4170,ENEV15,ENEVA S.A.,15/06/2030,"IPCA + 5,5%","7,4911","7,1379","7,3018","0,0676","7,2342","7,3694","1321,293869","94,5053","838,22",,15/05/2029,IPCA+
4171,ENEV16,ENEVA S.A.,15/09/2030,"IPCA + 4,127%","7,4524","7,1463","7,2938","0,0706","7,2232","7,3644","1222,616608","89,5894","920,26",,15/05/2029,IPCA+
4172,ENEV18,ENEVA S.A. (*),15/07/2032,"IPCA + 6,5254%","7,5268","7,1606","7,3281","0,0522","7,2759","7,3805","1109,386769","96,4381","1214,44",,15/08/2030,IPCA+
4173,ENEV19,ENEVA S.A. (*),15/09/2032,"IPCA + 6,9%","7,4916","7,1203","7,2977","0,0633","7,2344","7,3611","1128,482557","98,1726","1250,04",5.0,15/08/2032,IPCA+
4174,ENEV26,ENEVA S.A.,15/09/2035,"IPCA + 4,5034%","7,3377","7,0075","7,1362","0,0361","7,1001","7,1724","1136,142714","83,2493","1833,39",,15/05/2035,IPCA+
4175,ENEV28,ENEVA S.A. (*),15/07/2037,"IPCA + 6,5891%","7,3347","6,9752","7,1422","0,0457","7,0964","7,188","1105,174487","96,0612","1947,54",,15/05/2035,IPCA+
4176,ENEV29,ENEVA S.A. (*),15/09/2037,IPCA + 7%,"7,3334","7,004","7,1274","0,0448","7,0827","7,1723","1138,846351","99,0731","1969,99",,15/05/2035,IPCA+
4177,ENEV32,ENEVA S.A.,15/05/2029,"IPCA + 5,05%","7,684","7,3328","7,4952","0,0177","7,4775","7,513","1353,586321","94,5598","610,12",,15/08/2028,IPCA+
4178,ENEV39,ENEVA S.A. (*),15/09/2042,"IPCA + 7,15%","7,1994","6,9114","7,0376","0,0743","6,9633","7,112","1161,834376","101,0712","2563,15",,15/08/2040,IPCA+
4179,ENEVA0,ENEVA S.A. (*),15/04/2034,"IPCA + 6,5643%","7,3729","7,0604","7,1834","0,0642","7,1193","7,2477","1056,567618","96,6488","1478,15",,15/05/2033,IPCA+
4180,ENEVB0,ENEVA S.A. (*),15/04/2039,"IPCA + 6,6737%","7,2976","6,9851","7,1108","0,0486","7,0622","7,1595","1056,660075","96,6147","2111,88",,15/05/2035,IPCA+
4181,ENGI39,ENERGISA S/A,15/10/2027,"IPCA + 5,1074%","8,0841","7,7592","7,9125","0,0778","7,8347","7,9904","1497,78539","95,0811","481,86",,15/05/2027,IPCA+
4182,ENGIA1,ENERGISA S/A,15/04/2026,"IPCA + 4,6249%","9,0422","8,6222","8,8172","0,1009","8,7163","8,9182","1406,815543","97,7952",143,15.0,15/08/2026,IPCA+
4183,ENGIA4,ENERGISA S/A,15/10/2027,"IPCA + 4,2297%","8,0808","7,7542","7,9088","0,0779","7,8309","7,9868","1288,770006","93,4347","492,67",,15/05/2027,IPCA+
4184,ENGIA5,ENERGISA S/A,15/10/2031,"IPCA + 6,0872%","7,3292","6,9817","7,1464","0,1006","7,0458","7,247","1204,563221","95,834","1076,17",,15/08/2030,IPCA+
4185,ENGIA6,ENERGISA S/A,15/04/2029,"IPCA + 6,1566%","7,6103","7,2781","7,4522","0,0556","7,3966","7,5079","1148,016602","97,2249","583,27",,15/08/2028,IPCA+
4186,ENGIA9,ENERGISA S/A,15/09/2030,"IPCA + 6,1666%","7,3811","7,0539","7,2125","0,0356","7,1769","7,2481","1052,690529","96,1954","995,38",,15/08/2030,IPCA+
4187,ENGIB0,ENERGISA S/A,15/04/2031,"IPCA + 6,1581%","7,3263","6,978","7,1103","0,1002","7,0101","7,2106","1047,657659","95,9387","1167,02",45.0,15/08/2030,IPCA+
4188,ENGIB2,ENERGISA S/A,15/09/2034,"IPCA + 6,4364%","7,1623","6,8667","6,9575","0,0669","6,8907","7,0245","1014,057106","96,6686","1743,16",45.0,15/05/2035,IPCA+
4189,ENGIB4,ENERGISA S/A,15/10/2030,"IPCA + 4,4744%","7,3921","7,0722","7,2392","0,0571","7,1821","7,2963","1255,274635","90,9149","914,06",,15/05/2029,IPCA+
4190,ENGIB6,ENERGISA S/A,15/04/2032,"IPCA + 6,277%","7,3451","6,9741","7,1323","0,0773","7,055","7,2097","1138,452096","96,3681","1159,89",40.0,15/08/2030,IPCA+
4191,ENGIB9,ENERGISA S/A,15/09/2033,"IPCA + 6,4526%","7,3223","6,9472","7,1188","0,0722","7,0467","7,1911","1056,188726","96,512","1430,42",,15/08/2032,IPCA+
4192,ENGIC0,ENERGISA S/A,15/04/2039,"IPCA + 6,4045%","7,0214","6,7263","6,872","0,0893","6,7827","6,9614","1052,922656","96,3251","2141,07",,15/08/2040,IPCA+
4193,ENJG21,COMPANHIA ENERGÉTICA JAGUARA,15/06/2027,"IPCA + 6,4962%",--,--,"8,801","0,1054","8,6956","8,9066","616,667289","97,9626","241,45",,15/08/2026,IPCA+
4194,ENMI21,COMPANHIA ENERGÉTICA MIRANDA,15/06/2027,"IPCA + 6,4962%",--,--,"8,7908","0,1094","8,6814","8,9003","701,487858","97,967","241,98",,15/08/2026,IPCA+
4195,ENMTA3,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/10/2027,"IPCA + 4,2297%","8,0378","7,6866","7,9096","0,072","7,8376","7,9818","1288,751327","93,4334","492,67",,15/05/2027,IPCA+
4196,ENMTA4,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/10/2031,"IPCA + 6,0872%","7,33","6,9601","7,135","0,1002","7,0348","7,2354","1205,110709","95,8776","1076,24",,15/08/2030,IPCA+
4197,ENMTA5,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/04/2029,"IPCA + 6,1566%","7,6282","7,2704","7,4563","0,0319","7,4244","7,4883","1147,915223","97,2163","583,26",,15/08/2028,IPCA+
4198,ENMTA7,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/02/2031,"IPCA + 6,1076%","7,4013","7,0484","7,2243","0,0379","7,1864","7,2623","1037,355207","95,6411","1070,43",,15/08/2030,IPCA+
4199,ENMTB3,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/10/2030,"IPCA + 4,4744%","7,4036","7,0916","7,2364","0,0509","7,1855","7,2875","1255,393526","90,9235","914,07",,15/05/2029,IPCA+
4200,ENMTB5,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/04/2032,"IPCA + 6,277%","7,3154","6,9899","7,1688","0,074","7,0949","7,2429","1136,668734","96,2171","1159,62",,15/08/2030,IPCA+
4201,ENMTD2,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/12/2034,"IPCA + 7,0292%","7,1839","6,7996","6,9856","0,0594","6,9262","7,0451","1058,994535","100,2787","1721,55",,15/05/2035,IPCA+
4202,ENSEA1,ENERGISA SERGIPE - DIST.DE ENERGIA S/A,15/07/2027,"IPCA + 5,736%","8,0609","7,7369","7,9069","0,0779","7,829","7,9849","1162,869566","96,5563","434,29",,15/05/2027,IPCA+
4203,ENTV12,ENTREVIAS CONCESSIONARIA DE RODOVIAS S.A (*) (**),15/12/2030,"IPCA + 7,75%","7,5857","7,3077","7,4323","0,1057","7,3266","7,5381","1411,582342","100,8673","737,77",10.0,15/08/2028,IPCA+
4204,EQMAA0,EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A (*),15/12/2031,"IPCA + 6,3%","7,5105","7,1642","7,3141","0,047","7,2672","7,3612","1058,991681","95,884","1112,42",,15/08/2030,IPCA+
4205,EQMAA2,EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A (*),15/09/2036,"IPCA + 6,6493%","7,3242","7,126","7,2097","0,0631","7,1466","7,2729","1011,386322","96,3312","1790,65",,15/05/2035,IPCA+
4206,EQPA18,CENTRAIS ELETRICAS DO PARA S.A - CELPA (*),15/12/2036,"IPCA + 7,7477%","7,3068","7,0401","7,1206","0,063","7,0576","7,1838","1100,833271","104,1092","1747,13",40.0,15/05/2035,IPCA+
4207,EQPA19,CENTRAIS ELETRICAS DO PARA S.A - CELPA (*),15/06/2037,"IPCA + 7,0606%","7,3053","7,0405","7,1789","0,0682","7,1108","7,2472","1010,932553","99,1951","1842,26",,15/05/2035,IPCA+
4208,EQSP11,EQUATORIAL TRANSMISSORA 3 SPE S.A.,15/01/2033,"IPCA + 4,8%",--,--,"7,3435","0,1545","7,189","7,4981","1032,26736","91,7764","889,12",,15/05/2029,IPCA+
4209,EQSP21,EQUATORIAL TRANSMISSORA 3 SPE S.A.,15/01/2034,"IPCA + 4,65%",--,--,"7,3396","0,158","7,1816","7,4977","963,805181","90,9106","926,41",,15/05/2029,IPCA+
4210,EQTC11,EQUATORIAL TRANSMISSORA 5 SPE S.A.,15/04/2039,"IPCA + 4,85%","7,4843","7,2329","7,3208","0,0949","7,2259","7,4158","1198,943169","85,6267","1628,14",,15/05/2033,IPCA+
4211,EQTN11,EQUATORIAL TRANSMISSORA 2 SPE S/A,15/01/2033,"IPCA + 4,85%","7,5739","7,2524","7,3473","0,1544","7,1929","7,5018","1053,791914","92,2419","851,81",,15/05/2029,IPCA+
4212,EQTR11,EQUATORIAL TRANSMISSORA 8 SPE S.A.,15/04/2039,"IPCA + 4,85%",--,--,"7,3133","0,0998","7,2136","7,4132","1199,484697","85,6653","1628,44",,15/05/2033,IPCA+
4213,EQTR21,EQUATORIAL TRANSMISSORA 8 SPE S.A.,15/04/2039,"IPCA + 4,85%","7,4552","7,1987","7,3074","0,025","7,2824","7,3324","1199,910967","85,6958","1628,68",10.0,15/05/2033,IPCA+
4214,EQTS11,EQUATORIAL TRANSMISSORA 1 SPE S.A,15/01/2033,"IPCA + 4,85%","7,5604","7,2453","7,3538","0,1407","7,213","7,4946","1037,425982","92,0443","872,31",,15/05/2029,IPCA+
4215,EQUA11,EQUATORIAL TRANSMISSAO S.A (*),15/03/2036,"IPCA + 4,9173%","7,5156","7,2011","7,3256","0,0776","7,248","7,4033","1071,464589","90,1705","1122,77",,15/08/2030,IPCA+
4216,ERDV38,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,15/04/2026,"IPCA + 5,5031%",--,--,"9,6958","0,0028","9,6929","9,6987","704,256876","97,8128",143,,15/08/2026,IPCA+
4217,ERDVA4,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/06/2031,"IPCA + 6,8233%","7,7003","7,4379","7,5715","0,0641","7,5073","7,6357","1040,977802","96,7541","1188,84",10.0,15/08/2030,IPCA+
4218,ERDVB4,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/06/2034,"IPCA + 7,1117%","7,6525","7,3835","7,4833","0,0381","7,4452","7,5215","1054,734563","97,9625","1494,95",35.0,15/05/2033,IPCA+
4219,ERDVC3,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/10/2033,"IPCA + 6,8285%",--,--,"7,5698","0,0407","7,5291","7,6106","1081,409507","96,2508","1387,66",,15/08/2032,IPCA+
4220,ERDVC4,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/06/2039,"IPCA + 7,3108%","7,6331","7,2938","7,4295","0,063","7,3665","7,4926","1067,318879","99,0824","2098,4",10.0,15/05/2035,IPCA+
4221,ESAM14,EMPRESA DE ENERGIA SÃO MANOEL S/A,15/06/2033,"IPCA + 7,3129%","7,8605","7,5598","7,6906","0,0409","7,6498","7,7316","839,316995","98,8105","855,89",,15/05/2029,IPCA+
4222,ESCEA5,EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA (*),15/12/2036,"IPCA + 7,2843%","7,4902","7,0983","7,3097","0,1497","7,1601","7,4595","1053,541656","99,8285","1826,41",,15/05/2035,IPCA+
4223,ESSDA4,ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A (*),15/05/2035,"IPCA + 7,3%","7,3262","6,9999","7,125","0,0671","7,0579","7,1922","1037,405561","101,054","1620,54",,15/05/2033,IPCA+
4224,ESULA6,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15/10/2031,"IPCA + 6,0872%","7,3479","7,0004","7,1765","0,0647","7,1118","7,2412","1203,119303","95,7191","1075,99",,15/08/2030,IPCA+
4225,ETBA12,ETB - EMPRESA DE TRANSMISSAO BAIANA S.A. (*) (**),15/02/2029,"IPCA + 5,3382%","7,5718","7,2124","7,4076","0,0738","7,3338","7,4815","1128,685077","95,2173","632,02",,15/08/2028,IPCA+
4226,ETEN11,ENERGISA TRANSMISSAO DE ENERGIA S.A,15/12/2025,"IPCA + 4,9238%","9,5566","8,6522","9,4793","0,4749","9,0044","9,9543","1442,028554","98,9765",61,,,IPCA+
4227,ETEN12,ENERGISA TRANSMISSAO DE ENERGIA S.A,15/10/2027,"IPCA + 4,2297%","8,03","7,6651","7,8368","0,1004","7,7363","7,9373","1290,452891","93,5567","492,7",,15/05/2027,IPCA+
4228,ETEN21,ENERGISA TRANSMISSAO DE ENERGIA S.A,15/12/2028,"IPCA + 5,141%","8,0881","7,7752","7,9338","0,0765","7,8573","8,0104","1380,408551","94,695","521,48",,15/05/2027,IPCA+
4229,ETEN22,ENERGISA TRANSMISSAO DE ENERGIA S.A,15/10/2030,"IPCA + 4,4744%","7,4136","7,0448","7,2239","0,0522","7,1717","7,2762","1255,924479","90,962","914,11",,15/05/2029,IPCA+
4230,ETEN31,ENERGISA TRANSMISSAO DE ENERGIA S.A,15/12/2025,"IPCA + 4,9761%","9,5555","8,6695","9,4232","0,4632","8,96","9,8865","1477,174539","99,0007",61,,,IPCA+
4231,ETSP12,EQUATORIAL TRANSMISSORA 7 SPE S.A.,15/04/2039,"IPCA + 4,85%",--,--,"7,299","0,029","7,27","7,3281","1200,518273","85,7391","1629,02",,15/05/2033,IPCA+
4232,EUBE11,ENGIE SOLUCOES CIDADES INTELIGENTES E INFRAESTRUTURA DE UBERLANDIA S.A (*),15/01/2034,"IPCA + 6,4449%","7,564","7,123","7,3742","0,1011","7,2732","7,4754","882,853427","96,7093","963,53",,15/08/2030,IPCA+
4233,EXTZ11,EXTREMOZ TRANSMISSORA DO NORDESTE ETN S.A. (*) (**),15/01/2029,"IPCA + 7,0291%","8,34","8,0223","8,2106","0,1362","8,0745","8,3469","624,666744","97,8093","507,05",,15/05/2027,IPCA+
4234,FBRI13,FIBRASIL INFRAESTRUTURA FIBRA OTICA S.A. (*),15/04/2034,"IPCA + 7,3609%","7,7687","7,3992","7,582","0,0609","7,5211","7,643","1085,03806","98,9546","1285,75",5.0,15/08/2032,IPCA+
4235,FEPS11,FARO ENERGY PROJ. SOL. HOL. IV S.A (*),15/01/2040,"IPCA + 8,6895%","8,5412","8,1994","8,3364","0,1288","8,2076","8,4652","1103,851165","101,7337","1337,04",,15/08/2032,IPCA+
4236,FGEN13,FERREIRA GOMES ENERGIA S/A,15/12/2027,"IPCA + 6,4686%","8,7024","8,4192","8,5877","0,0207","8,567","8,6084","784,823319","97,6827","298,58",,15/08/2026,IPCA+
4237,FRAG14,FERRARI AGROINDUSTRIA S/A (*),15/06/2031,"IPCA + 7,53%","8,499","8,1325","8,3142","0,1086","8,2056","8,4229","1044,83358","96,9187","1083,09",,15/08/2030,IPCA+
4238,FURN21,FURNAS CENTRAIS ELETRICAS S/A,15/11/2029,"IPCA + 4,08%","7,6531","7,2851","7,4913","0,1695","7,3218","7,6609","1297,433284","93,0833","554,59",,15/08/2028,IPCA+
4239,GASC15,RUMO MALHA PAULISTA S/A (*) (**),15/03/2034,"IPCA + 5,797%","7,2379","6,9711","7,095","0,0848","7,0102","7,1799","984,339089","92,0803","1694,7",,15/05/2035,IPCA+
4240,GASC16,RUMO MALHA PAULISTA S/A (*),15/06/2034,"IPCA + 6,4186%","7,3061","6,998","7,1279","0,0603","7,0676","7,1883","1028,389208","95,6605","1676,08",,15/05/2035,IPCA+
4241,GASC17,RUMO MALHA PAULISTA S/A (*),15/08/2036,"IPCA + 6,047%","7,3285","7,0282","7,1423","0,0739","7,0684","7,2163","976,910938","92,339","1939,23",,15/05/2035,IPCA+
4242,GASC18,RUMO MALHA PAULISTA S/A (*),15/03/2037,"IPCA + 7,4742%","7,3403","7,0196","7,1637","0,0561","7,1076","7,2199","1038,672512","102,2535","1946,06",10.0,15/05/2035,IPCA+
4243,GASC22,RUMO MALHA PAULISTA S/A (*),15/06/2031,"IPCA + 4,52%","7,5248","7,1562","7,3065","0,0305","7,276","7,3371","1168,380692","89,5285","1053,4",,15/08/2030,IPCA+
4244,GASC23,RUMO MALHA PAULISTA S/A (*),15/10/2033,"IPCA + 5,7283%","7,3692","7,0916","7,228","0,0432","7,1848","7,2713","1151,053402","91,4255","1591,87",5.0,15/05/2033,IPCA+
4245,GASC25,RUMO MALHA PAULISTA S/A (*) (**),15/03/2039,"IPCA + 5,9284%","7,159","6,8356","6,9544","0,0777","6,8767","7,0322","981,240421","91,7891","2217,81",35.0,15/08/2040,IPCA+
4246,GASC26,RUMO MALHA PAULISTA S/A (*),15/06/2039,"IPCA + 6,5318%","7,1581","6,8033","6,9547","0,0712","6,8835","7,0261","1039,120347","96,6314","2169,47",,15/08/2040,IPCA+
4247,GASC27,RUMO MALHA PAULISTA S/A (*),15/08/2036,"IPCA + 6,047%","7,2792","6,9947","7,1273","0,0555","7,0718","7,1829","977,964174","92,4386","1939,65",,15/05/2035,IPCA+
4248,GASC28,RUMO MALHA PAULISTA S/A (*),15/03/2040,"IPCA + 7,528%","7,1674","6,8459","6,9358","0,0747","6,8611","7,0106","1066,184896","104,9613","2224,98",50.0,15/08/2040,IPCA+
4249,GASP19,COMPANHIA DE GAS DE SÃO PAULO - COMGAS,15/08/2031,"IPCA + 5,1216%","7,3282","7,0529","7,1746","0,1001","7,0745","7,2748","1155,682799","91,9772","1084,92",5.0,15/08/2030,IPCA+
4250,GASP29,COMPANHIA DE GAS DE SÃO PAULO - COMGAS,15/08/2036,"IPCA + 5,2164%",--,--,"6,9888","0,0737","6,9151","7,0627","1104,693783","87,9116","1921,99",,15/05/2035,IPCA+
4251,GASP34,COMPANHIA DE GAS DE SÃO PAULO - COMGAS,15/12/2025,"IPCA + 7,357%","9,2479","8,6201","8,9356","0,1252","8,8104","9,0609","575,605067","99,6473",61,,,IPCA+
4252,GRRB24,AGUAS GUARIROBA S/A (*) (**),15/07/2029,"IPCA + 4,4%",--,--,"9,8298","0,0066","9,8233","9,8365","12449,185037","87,8649","638,86",,15/08/2028,IPCA+
4253,GSTS14,AGUAS DE TERESINA SANEAMENTO SPE S.A. (*),15/05/2032,"IPCA + 6,5163%","7,5084","7,1992","7,3308","0,116","7,2148","7,4469","1130,376138","96,5083","1172,65",,15/08/2030,IPCA+
4254,GSTS24,AGUAS DE TERESINA SANEAMENTO SPE S.A. (*),15/05/2037,"IPCA + 6,8516%","7,8152","7,3841","7,6104","0,0238","7,5866","7,6342","1116,11539","95,1851","1746,85",,15/05/2035,IPCA+
4255,HARG11,HOLDING DO ARAGUAIA S.A. (*),15/10/2036,"IPCA + 6,6647%","7,7624","7,4661","7,5723","0,0532","7,5191","7,6255","1148,225857","95,5622","1336,76",45.0,15/08/2032,IPCA+
4256,HBSA11,HIDROVIAS DO BRASIL S.A. (*),15/10/2028,"IPCA + 6,0029%","8,0023","7,7541","7,8881","0,0537","7,8343","7,9419","1188,229144","95,2416","695,71",,15/08/2028,IPCA+
4257,HBSA21,HIDROVIAS DO BRASIL S.A. (*),15/10/2031,"IPCA + 6,0444%","8,0618","7,746","7,8831","0,0744","7,8087","7,9576","1159,32218","92,909","1072,63",,15/08/2030,IPCA+
4258,HGLB23,HIGHLINE DO BRASIL II INFRAESTRUTURA DE TELECOMUNICACOES S.A (*),15/10/2034,"IPCA + 9,1196%","9,4735","9,2074","9,3336","0,0403","9,2933","9,374","1073,101827","99,0608","1212,05",10.0,15/08/2030,IPCA+
4259,HVSP11,HELIO VALGAS SOLAR PARTICIPACOES S.A. (*),15/06/2038,"IPCA + 8,2561%","7,9988","7,6826","7,8564","0,0482","7,8083","7,9047","1285,373902","101,9578","1326,7",,15/08/2032,IPCA+
4260,HZTC14,ORIZON MEIO AMBIENTE S.A. (*),15/11/2035,"IPCA + 6,7592%","8,011","7,61","7,7615","0,1373","7,6242","7,8989","1125,09424","96,0147",1087,35.0,15/08/2030,IPCA+
4261,IBPB11,SERRA DE IBIAPABA TRANSMISSORA DE ENERGIA S.A. (*) (**),15/11/2040,"IPCA + 5,9%","7,6251","7,1207","7,3711","0,0319","7,3392","7,4031","1180,598361","91,5599",1579,,15/05/2033,IPCA+
4262,IGSN15,IGUA SANEAMENTO S.A,15/07/2034,"IPCA + 6,1%","9,3707","9,1451","9,2363","0,0886","9,1477","9,325","1081,142643","88,4448","1038,1",,15/08/2030,IPCA+
4263,IRJS14,IGUA RIO DE JANEIRO S.A. (*),15/05/2043,"IPCA + 8,2%","9,1623","8,8912","9,0123","0,0883","8,924","9,1008","1240,88699","94,5986","1847,47",5.0,15/05/2035,IPCA+
4264,IRJS15,IGUA RIO DE JANEIRO S.A. (*),15/02/2044,"IPCA + 7,1303%","9,1385","8,8428","8,9213","0,1226","8,7987","9,0441","1035,948137","87,6501","1962,65",50.0,15/05/2035,IPCA+
4265,ISAEA8,ISA ENERGIA BRASIL S.A. (*),15/06/2033,"IPCA + 7,4118%","7,1401","6,7214","6,928","0,0605","6,8674","6,9886","1077,851867","102,5338","1400,12",,15/08/2032,IPCA+
4266,ISAEA9,ISA ENERGIA BRASIL S.A. (*),15/06/2035,"IPCA + 6,7%","6,7447","6,4447","6,5672","0,0281","6,5391","6,5954","1029,536207","101,2121",2438,50.0,15/08/2040,IPCA+
4267,ISAEB8,ISA ENERGIA BRASIL S.A. (*),15/03/2033,"IPCA + 7,4118%","7,0943","6,7403","6,9023","0,0795","6,8229","6,9819","1043,589855","102,6836","1406,33",10.0,15/08/2032,IPCA+
4268,ITPO14,ITAPOA TERMINAIS PORTUÁRIOS S/A (*),15/11/2036,"IPCA + 6,2878%","7,5749","7,206","7,431","0,0552","7,3758","7,4862","1386,651341","94,1365","1409,65",45.0,15/08/2032,IPCA+
4269,ITPO15,ITAPOA TERMINAIS PORTUÁRIOS S/A (*),15/05/2040,"IPCA + 7,4%","7,4488","7,0622","7,2351","0,0375","7,1976","7,2727","1038,547718","100,9754","1594,71",50.0,15/05/2033,IPCA+
